"Curso","Asignatura","Codigo","Fisico","Online","Creditos","Tipo","Departamento","Vigencia","Cod Plan","Titulacion","Cod Centro","Centro","Annyo","Fecha"
"4","Curso Monográfico de Poesía Hispanoamericana","2390055","SI","SI","","OPTATIVA","","","239","Doble Grado en Filología Clásica y Filología Hispánica","16","Facultad de Filología","Curso 2016-17","20170525"
"3","Arqueología de los Asentamientos y de los Paisajes Andalusíes","2420070","","","","OPTATIVA","","","242","Grado en Arqueología por la Unv. de Granada, Unv. de Jaén y Unv.de Sevilla","4","Facultad de Geografía e Historia","",""
"4","Control de Gestión","1610034","SI","SI","","OPTATIVA","","","161","Grado en Finanzas y Contabilidad","7","Facultad de Turismo y Finanzas","Curso 2023-24","20231219"
"4","Innovación y Política Tecnológica","2270044","NO","NO","","OPTATIVA","","","227","Grado en Ingeniería de Organización Industrial por la U. Málaga y U.Sevilla","45","E.T.S. de Ingeniería","",""
"4","Modelado y Simulación de Sistemas Eléctricos","2000055","SI","NO","","OPTATIVA","","","200","Grado en Ingeniería Eléctrica","23","Escuela Politécnica Superior","Curso 2022-23","20221027"
"6","Consulta de Contactología. Casos Clínicos Especiales","2300057","SI","SI","","OBLIGATORIA","","","230","Doble Grado en Farmacia y en Óptica y Optometría","19","Facultad de Farmacia","Curso 2023-24","20240219"
"1","Historia del Espacio Escénico y de las Artes Escénicas","50370010","SI","NO","","OPTATIVA","","","M037","Máster Universitario en Artes del Espectáculo Vivo","302","Escuela Internacional de Posgrado","Curso 2012-13","N"
"1","Resistencias Microbianas: Bases Moleculares, Ecología, Evolución y Control","51610015","NO","NO","","OPTATIVA","","","M161","Máster Universitario en Investigación Biomédica","302","Escuela Internacional de Posgrado","N","N"
"3","Fundamentos de Radiocomunicación","1990036","SI","SI","","OPTATIVA","","","199","Grado en Ingeniería de las Tecnologías de Telecomunicación","45","E.T.S. de Ingeniería","Curso 2023-24","20240116"
"1","Metodología de la Investigación Económica","51710018","NO","NO","","OPTATIVA","","","M171","Máster Universitario en Estudios Europeos (2017)","302","Escuela Internacional de Posgrado","N",""
"1","Gestión Integrada de la Calidad, el Medio Ambiente y la Prevención de Riesgos Laborales","52180024","SI","SI","","OBLIGATORIA","","","M218","Máster Universitario en Especialización Profesional en Farmacia (2023)","19","Facultad de Farmacia","Curso 2023-24","20240219"
"3","Reactores Químicos","2030062","SI","SI","","OPTATIVA","","","203","Grado en Ingeniería de Tecnologías Industriales","45","E.T.S. de Ingeniería","Curso 2023-24","20240110"
"2","Seguridad Pública y Privada","2180019","SI","NO","","OBLIGATORIA","","","218","Grado en Criminología","20","Facultad de Derecho","Curso 2013-14","20140107"
"1","Procedimientos y Técnicas de Adaptación del Texto Escrito al Código Audiovisual","51750009","SI","SI","","OPTATIVA","","","M175","Máster Universitario en Traducción e Interculturalidad (2017)","16","Facultad de Filología","N",""
"2","Redacción Publicitaria","2110019","SI","SI","","OBLIGATORIA","","","211","Grado en Publicidad y Relaciones Públicas","2","Facultad de Comunicación","Curso 2022-23","20220926"
"1","Arte y Sociedad","2520003","","","","TRONCAL / FORMACIÓN BÁSICA","","","252","Grado en Antropología Social y Cultural (2021)","4","Facultad de Geografía e Historia","",""
"1","Geografía del Mundo","2570004","","","","TRONCAL / FORMACIÓN BÁSICA","","","257","Doble Grado en Geografía y Gestión del Territorio e Historia (2024)","4","Facultad de Geografía e Historia","",""
"1","Trastornos de la Conducta en el Contexto Escolar","52020020","","","","OPTATIVA","","","M202","M.U.en Necesidades Educat. Espec. y Atención a la Diversidad en la Escuela","18","Facultad de Ciencias de la Educación","",""
"2","Francés Turístico I","2600017","","","","OBLIGATORIA","","","260","Grado en Turismo (2024)","7","Facultad de Turismo y Finanzas","",""
"2","Ortopodología II","1750014","SI","NO","","OBLIGATORIA","","","175","Grado en Podología","11","Facultad de Enfermería, Fisioterapia y Podología","Curso 2021-22","20211215"
"1","Cálculo Numérico I","2410007","SI","SI","","OBLIGATORIA","","","241","Doble Grado en Matemáticas y Estadística","17","Facultad de Matemáticas","Curso 2022-23","20200212"
"4","Análisis Financiero","1510031","SI","SI","","OPTATIVA","","","151","Grado en Administración y Dirección de Empresas","1","Facultad de CC. Económ. y Empresariales","Curso 2023-24","20240424"
"1","Métodos de Análisis en Codicología y Libro Impreso","50670015","SI","SI","","OBLIGATORIA","","","M067","Máster Universitario en Documentos y Libros. Archivos y Bibliotecas","4","Facultad de Geografía e Historia","Curso 2015-16","20160331"
"1","Fundamentos Transdisciplinares de la Sostenibilidad","51660006","SI","SI","","OBLIGATORIA","","","M166","Máster Universitario en Ciudad y Arquitectura Sostenibles","15","E.T.S. de Arquitectura","Curso 2017-18","20171109"
"1","La Emigración Iberoamericana a España","51210018","SI","NO","","OPTATIVA","","","M121","Máster Universitario en Estudios Americanos","4","Facultad de Geografía e Historia","Curso 2015-16","20160512"
"1","Relaciones Interamericanas","51210036","SI","SI","","OPTATIVA","","","M121","Máster Universitario en Estudios Americanos","4","Facultad de Geografía e Historia","Curso 2015-16","20160217"
"1","Cuidados Avanzados en Situaciones Crónico-Complejas","52140014","","","","OPTATIVA","","","M214","Máster Un.en Nuevas Tendencias Asistenciales y de Investigación en CC.Salud","11","Facultad de Enfermería, Fisioterapia y Podología","",""
"1","Egiptología","51350035","NO","NO","","OPTATIVA","","","M135","Máster Universitario en Estudios Históricos Avanzados","4","Facultad de Geografía e Historia","Curso 2012-13","N"
"3","Economía de las Empresas Asiáticas y su Penetración en España e Iberoámerica","2190045","NO","NO","","OBLIGATORIA","","","219","Grado en Estudios de Asia Oriental por la Unv.de Sevilla y la Unv.de Málaga","12","Facultad de Filosofía","Curso 2012-13","N"
"1","Principios, Instrumentación y Metodologías en Zoología y Fisiología Animal","1530009","NO","NO","","TRONCAL / FORMACIÓN BÁSICA","","","153","Grado en Biología","5","Facultad de Biología","Curso 2023-24","20240528"
"1","Ética II","2500004","","","","TRONCAL / FORMACIÓN BÁSICA","","","250","Doble Grado en Derecho y en Filosofía","12","Facultad de Filosofía","",""
"4","Asesoramiento Curricular y Competencias Básicas en Lengua, Literatura y Matemáticas","1740034","SI","SI","","OPTATIVA","","","174","Grado en Pedagogía","18","Facultad de Ciencias de la Educación","Curso 2021-22","20200420"
"1","Química Orgánica","2240005","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","224","Grado en Bioquímica por la Universidad de Sevilla y Universidad de Málaga","5","Facultad de Biología","Curso 2023-24","20240528"
"1","Estadística Aplicada a la Bioquímica","2240006","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","224","Grado en Bioquímica por la Universidad de Sevilla y Universidad de Málaga","5","Facultad de Biología","Curso 2023-24","20240528"
"4","Tratamientos Psicoeducativos de los Trastornos de la Lengua Escrita y el Cálculo","1950041","SI","SI","","OPTATIVA","","","195","Grado en Educación Primaria","18","Facultad de Ciencias de la Educación","Curso 2021-22","20200421"
"5","Introducción a la Cirugía Plástica Reparadora","1720062","SI","NO","","OPTATIVA","","","172","Grado en Medicina","14","Facultad de Medicina","Curso 2021-22","20211215"
"1","TIC y Redes para la Formación y Orientación","51560014","SI","NO","","OPTATIVA","","","M156","Máster Universitario en Formación y Orientación para el Trabajo","18","Facultad de Ciencias de la Educación","Curso 2021-22","20200420"
"1","Derecho Constitucional II","1860002","SI","SI","","OBLIGATORIA","","","186","Doble Grado en Administración y Dirección de Empresas y en Derecho","20","Facultad de Derecho","Curso 2023-24","20231009"
"3","Comportamiento Mecánico","2320024","NO","NO","","OBLIGATORIA","","","232","Doble Grado en Química y en Ingeniería de Materiales","6","Facultad de Física","Curso 2023-24","20240307"
"4","Curso Monográfico de Literatura Española Medieval","2390054","NO","NO","","OPTATIVA","","","239","Doble Grado en Filología Clásica y Filología Hispánica","16","Facultad de Filología","Curso 2016-17","20170525"
"2","La Prospección Arqueológica","2420019","SI","SI","","OBLIGATORIA","","","242","Grado en Arqueología por la Unv. de Granada, Unv. de Jaén y Unv.de Sevilla","4","Facultad de Geografía e Historia","Curso 2019-20","20200525"
"1","Gestión de la Calidad","51920015","SI","SI","","OBLIGATORIA","","","M192","Doble M.U.en Ingeniería Industrial y Diseño Avanzado en Ingeniería Mecánica","45","E.T.S. de Ingeniería","Curso 2023-24","20231006"
"2","Química Física I","1770011","SI","SI","","OBLIGATORIA","","","177","Grado en Química","22","Facultad de Química","Curso 2023-24","20240307"
"2","Ingeniería Térmica","2270012","SI","SI","","OBLIGATORIA","","","227","Grado en Ingeniería de Organización Industrial por la U. Málaga y U.Sevilla","45","E.T.S. de Ingeniería","Curso 2022-23","20221019"
"1","Tecnología Eléctrica","2070010","SI","SI","","OBLIGATORIA","","","207","Grado en Ingeniería Mecánica","23","Escuela Politécnica Superior","Curso 2023-24","20231003"
"3","Máquinas Térmicas e Hidráulicas","2070028","SI","SI","","OBLIGATORIA","","","207","Grado en Ingeniería Mecánica","23","Escuela Politécnica Superior","Curso 2023-24","20231004"
"2","Ciclo Integral de Plantas Industriales","51460026","NO","NO","","OPTATIVA","","","M146","Máster Universitario en Ingeniería Industrial","45","E.T.S. de Ingeniería","N","N"
"1","Química del Estado Sólido","50560004","SI","SI","","OBLIGATORIA","","","M056","Máster Universitario en Ciencia y Tecnología de Nuevos Materiales","302","Escuela Internacional de Posgrado","Curso 2012-13","N"
"5","Farmacología y Farmacoterapia II","2490051","","","","OBLIGATORIA","","","249","Doble Grado en Farmacia y en Óptica y Optometría (2019)","19","Facultad de Farmacia","",""
"3","Ingeniería Fluidomecánica","2150021","SI","SI","","OBLIGATORIA","","","215","Doble Grado en Ingeniería Eléctrica e Ingeniería Electrónica Industrial","23","Escuela Politécnica Superior","Curso 2023-24","20231005"
"3","Generación Energía Térmica","2030050","SI","NO","","OPTATIVA","","","203","Grado en Ingeniería de Tecnologías Industriales","45","E.T.S. de Ingeniería","Curso 2023-24","20240123"
"4","Criminalidad y Exclusión Penal","2180030","SI","NO","","OPTATIVA","","","218","Grado en Criminología","20","Facultad de Derecho","N","N"
"4","Creación Abierta en Pintura","1900038","SI","SI","","OPTATIVA","","","190","Grado en Bellas Artes","21","Facultad de Bellas Artes","Curso 2023-24","20231027"
"4","Ampliación de Alemán","1790033","SI","SI","","OPTATIVA","","","179","Grado en Turismo","7","Facultad de Turismo y Finanzas","Curso 2023-24","20231219"
"1","Traducción de Textos Periodísticos: Francés-español","51750019","SI","NO","","OPTATIVA","","","M175","Máster Universitario en Traducción e Interculturalidad (2017)","16","Facultad de Filología","N",""
"1","Abordaje Sociofamiliar en la Atención a la Diversidad","52020001","","","","OPTATIVA","","","M202","M.U.en Necesidades Educat. Espec. y Atención a la Diversidad en la Escuela","18","Facultad de Ciencias de la Educación","",""
"4","Comunicación para el Desarrollo Social","2100045","SI","SI","","OPTATIVA","","","210","Grado en Periodismo","2","Facultad de Comunicación","Curso 2022-23","20220926"
"3","Narrativa Audiovisual","2430033","NO","NO","","OBLIGATORIA","","","243","Doble Grado en Periodismo y Comunicación Audiovisual (2016)","2","Facultad de Comunicación","Curso 2019-20","20200421"
"1","Geometría Algebraica","51620007","SI","SI","","OPTATIVA","","","M162","Máster Universitario en Matemáticas","17","Facultad de Matemáticas","Curso 2022-23","20200211"
"1","Análisis de Datos e Interpretación de Resultados en Fisioterapia","52140003","","","","OPTATIVA","","","M214","Máster Un.en Nuevas Tendencias Asistenciales y de Investigación en CC.Salud","11","Facultad de Enfermería, Fisioterapia y Podología","",""
"1","Planificación, Coordinación y Gestión de Equipos de Trabajo en Servicios Psicopedagógicos","51380004","SI","NO","","OBLIGATORIA","","","M138","Máster Universitario en Psicopedagogía","18","Facultad de Ciencias de la Educación","Curso 2021-22","20200420"
"4","Aplicaciones de Soft Computing","2040039","SI","SI","","OPTATIVA","","","204","Grado en Ingeniería Informática-Ingeniería de Computadores","3","E.T.S. Ingeniería Informática","Curso 2021-22","20151013"
"3","Genética Molecular","1530035","SI","SI","","OPTATIVA","","","153","Grado en Biología","5","Facultad de Biología","Curso 2023-24","20240528"
"4","Modelado y Análisis de Requisitos en Sistemas de Información","2060050","SI","SI","","OPTATIVA","","","206","Grado en Ingeniería Informática-Tecnologías Informáticas","3","E.T.S. Ingeniería Informática","Curso 2021-22","N"
"3","Ampliación de Inteligencia Artificial","2060025","SI","SI","","OPTATIVA","","","206","Grado en Ingeniería Informática-Tecnologías Informáticas","3","E.T.S. Ingeniería Informática","Curso 2021-22","N"
"2","Introducción a la Ingeniería del Software y los Sistemas de Información II","2470087","SI","SI","","OBLIGATORIA","","","247","Doble Grado Ingeniería Informática-Tecnologías Informáticas y Matemáticas","3","E.T.S. Ingeniería Informática","Curso 2022-23","20200211"
"1","Técnicas Experimentales Básicas","1620007","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","162","Grado en Física","6","Facultad de Física","Curso 2023-24","20240425"
"2","Idioma Moderno II (Francés)","1850020","SI","NO","","OBLIGATORIA","","","185","Grado en Lengua y Literatura Alemanas","16","Facultad de Filología","Curso 2019-20","20200518"
"1","Psicología del Desarrollo","2510010","","","","TRONCAL / FORMACIÓN BÁSICA","","","251","Doble Grado en Educación Infantil y Educación Primaria","18","Facultad de Ciencias de la Educación","",""
"5","Organizaciones Internacionales y Derechos Humanos","1860075","SI","SI","","OPTATIVA","","","186","Doble Grado en Administración y Dirección de Empresas y en Derecho","20","Facultad de Derecho","Curso 2023-24","20231130"
"1","Lengua Clásica (Latín)","2390010","NO","NO","","TRONCAL / FORMACIÓN BÁSICA","","","239","Doble Grado en Filología Clásica y Filología Hispánica","16","Facultad de Filología","Curso 2016-17","20170525"
"2","Métodos Cuantitativos Avanzados de Gestión","51460067","SI","SI","","OPTATIVA","","","M146","Máster Universitario en Ingeniería Industrial","45","E.T.S. de Ingeniería","Curso 2023-24","20231026"
"1","Formas Culturales Andaluzas en su Plasmación Dramática: El Flamenco, la Copla, la Semana Santa y la","50370007","SI","NO","","OPTATIVA","","","M037","Máster Universitario en Artes del Espectáculo Vivo","302","Escuela Internacional de Posgrado","Curso 2012-13","N"
"1","Óptica Geométrica","2490008","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","249","Doble Grado en Farmacia y en Óptica y Optometría (2019)","19","Facultad de Farmacia","Curso 2023-24","20240219"
"1","Sistemas de Energía Eléctrica","51940024","SI","SI","","OBLIGATORIA","","","M194","Doble M.U.en Ingeniería Industrial e Ing.Electrónica, Robótica y Automática","45","E.T.S. de Ingeniería","Curso 2023-24","20231010"
"1","Higiene y Seguridad en la Industria Alimentaria","51480004","SI","SI","","OBLIGATORIA","","","M148","Máster Universitario en Tecnología e Industria Alimentaria","23","Escuela Politécnica Superior","Curso 2023-24","20231005"
"1","Gestión de Proyectos Industriales","52210020","","","","OBLIGATORIA","","","M221","Máster Universitario en Ingeniería Industrial (2024)","45","E.T.S. de Ingeniería","",""
"1","Cuestiones Actuales de Derecho Internacional Privado","51060002","SI","SI","","OBLIGATORIA","","","M106","Máster Universitario en Relaciones Jurídico-Privadas","20","Facultad de Derecho","Curso 2023-24","20240205"
"2","Teoría del Periodismo","2100015","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","210","Grado en Periodismo","2","Facultad de Comunicación","Curso 2022-23","20220926"
"1","Teoría y Estructura de la Publicidad","2100010","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","210","Grado en Periodismo","2","Facultad de Comunicación","Curso 2022-23","20230919"
"3","Prehistoria de América","2420039","SI","SI","","OPTATIVA","","","242","Grado en Arqueología por la Unv. de Granada, Unv. de Jaén y Unv.de Sevilla","4","Facultad de Geografía e Historia","Curso 2015-16","20160510"
"1","Escrituras del Yo","52130015","","","","OPTATIVA","","","M213","Doble M.U.en Profesorado de E.S.O. y Bachillerato, FP y EI y en Est.Lingüís","16","Facultad de Filología","",""
"3","Matemáticas Financieras","1510030","SI","SI","","OBLIGATORIA","","","151","Grado en Administración y Dirección de Empresas","1","Facultad de CC. Económ. y Empresariales","Curso 2023-24","20240418"
"1","Introducción a la Economía","2290009","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","229","Doble Grado en Derecho y en Finanzas y Contabilidad","7","Facultad de Turismo y Finanzas","Curso 2023-24","20231219"
"1","Metodología de la investigación en ciencias médicas","51270009","SI","SI","","OBLIGATORIA","","","M127","Máster Unv. en Investigación Médica: Clínica y Experimental","14","Facultad de Medicina","Curso 2021-22","20211215"
"2","Realización II. Iluminación y Multicámara","2430087","SI","SI","","OBLIGATORIA","","","243","Doble Grado en Periodismo y Comunicación Audiovisual (2016)","2","Facultad de Comunicación","Curso 2019-20","20200421"
"3","Gabinetes de Comunicación","2430030","NO","SI","","OBLIGATORIA","","","243","Doble Grado en Periodismo y Comunicación Audiovisual (2016)","2","Facultad de Comunicación","Curso 2019-20","20200421"
"5","Historia del Mundo Actual","2570058","","","","OBLIGATORIA","","","257","Doble Grado en Geografía y Gestión del Territorio e Historia (2024)","4","Facultad de Geografía e Historia","",""
"3","Codicología","2570071","","","","OPTATIVA","","","257","Doble Grado en Geografía y Gestión del Territorio e Historia (2024)","4","Facultad de Geografía e Historia","",""
"4","Introducción a la Investigación en Fisioterapia","2450083","NO","SI","","OBLIGATORIA","","","245","Doble Grado en Fisioterapia y Ciencias de la Actividad Física y del Deporte","11","Facultad de Enfermería, Fisioterapia y Podología","Curso 2021-22","20211215"
"1","Administración de Empresas","2040006","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","204","Grado en Ingeniería Informática-Ingeniería de Computadores","3","E.T.S. Ingeniería Informática","Curso 2021-22","20151013"
"1","La Importancia Estratégica de los Intangibles: la Gestión del Conocimiento","51870010","SI","NO","","OPTATIVA","","","M187","Máster Universitario en Ciencias del Trabajo","8","Facultad de Ciencias del Trabajo","Curso 2023-24","20240119"
"2","Historia de la Filosofía Medieval","2500024","","","","OBLIGATORIA","","","250","Doble Grado en Derecho y en Filosofía","12","Facultad de Filosofía","",""
"2","Derecho Internacional Público (Instituciones Jurídicas de la Unión Europea)","2500018","SI","SI","","OBLIGATORIA","","","250","Doble Grado en Derecho y en Filosofía","20","Facultad de Derecho","Curso 2023-24","20231024"
"4","Álgebra, Combinatoria y Computación","2470035","SI","","","OPTATIVA","","","247","Doble Grado Ingeniería Informática-Tecnologías Informáticas y Matemáticas","17","Facultad de Matemáticas","Curso 2022-23",""
"3","Anatomía Patológica","1720021","SI","SI","","OBLIGATORIA","","","172","Grado en Medicina","14","Facultad de Medicina","Curso 2021-22","20211215"
"2","Comunicación Asistencial","1720014","SI","SI","","OBLIGATORIA","","","172","Grado en Medicina","14","Facultad de Medicina","Curso 2021-22","20211215"
"1","Psicología de la Actividad Física y Deporte","2540009","","","","TRONCAL / FORMACIÓN BÁSICA","","","254","Grado en Ciencias de la Actividad Física y del Deporte (2023)","18","Facultad de Ciencias de la Educación","",""
"1","Geografía Regional Mundial","1640005","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","164","Grado en Geografía y Gestión del Territorio","4","Facultad de Geografía e Historia","Curso 2015-16","20160510"
"4","Lengua Francesa VII","2380045","NO","NO","","OBLIGATORIA","","","238","Doble Grado en Educación Primaria y Estudios Franceses","16","Facultad de Filología","Curso 2019-20","20200421"
"5","Curso Monográfico de Literatura Española del Siglo XIX","2390079","NO","NO","","OPTATIVA","","","239","Doble Grado en Filología Clásica y Filología Hispánica","16","Facultad de Filología","N",""
"2","Idioma Moderno II (Inglés)","2390021","SI","NO","","OBLIGATORIA","","","239","Doble Grado en Filología Clásica y Filología Hispánica","16","Facultad de Filología","Curso 2019-20","20200508"
"5","Ampliación de Física del Estado Sólido (FMC)","2400045","SI","SI","","OPTATIVA","","","240","Doble Grado en Física y Matemáticas","6","Facultad de Física","Curso 2023-24","20240425"
"3","Intervención en Revestimientos Arquitectónicos I","1930028","SI","SI","","OBLIGATORIA","","","193","Grado en Conservación y Restauración de Bienes Culturales","21","Facultad de Bellas Artes","Curso 2023-24","20231031"
"4","Seguridad e Higiene en el Trabajo","2000058","SI","SI","","OPTATIVA","","","200","Grado en Ingeniería Eléctrica","23","Escuela Politécnica Superior","Curso 2023-24","20231003"
"1","Dispositivos y Sistemas Ac/dc","51640004","SI","SI","","OPTATIVA","","","M164","Máster Universitario en Sistemas de Energía Eléctrica","45","E.T.S. de Ingeniería","Curso 2023-24","20231127"
"1","Análisis Transitorio y Dinámico de Sistemas Eléctricos","51640001","SI","SI","","OBLIGATORIA","","","M164","Máster Universitario en Sistemas de Energía Eléctrica","45","E.T.S. de Ingeniería","Curso 2022-23","20221215"
"2","Dinámica de Sólidos","51920035","SI","SI","","OBLIGATORIA","","","M192","Doble M.U.en Ingeniería Industrial y Diseño Avanzado en Ingeniería Mecánica","45","E.T.S. de Ingeniería","Curso 2023-24","20231025"
"3","Procesos Industriales","2140027","SI","SI","","OBLIGATORIA","","","214","Doble Grado en Ing.en Diseño Ind.y Desarrollo del Producto e Ing. Mecánica","23","Escuela Politécnica Superior","Curso 2023-24","20231011"
"1","Economía Política de los Flujos Migratorios en la Unión Europea","51710003","NO","NO","","OPTATIVA","","","M171","Máster Universitario en Estudios Europeos (2017)","302","Escuela Internacional de Posgrado","N",""
"4","Informática Industrial","2030085","SI","SI","","OPTATIVA","","","203","Grado en Ingeniería de Tecnologías Industriales","45","E.T.S. de Ingeniería","Curso 2023-24","20231124"
"2","Control en Vehículos","51940035","","","","OPTATIVA","","","M194","Doble M.U.en Ingeniería Industrial e Ing.Electrónica, Robótica y Automática","45","E.T.S. de Ingeniería","",""
"1","Física Subnuclear (SDP)","52000009","","","","OPTATIVA","","","M200","M.U. Erasmus Mundus en Física Nuclear (USE-UAM-UCM-UB-UCBN-SDP-SCAT)","302","Escuela Internacional de Posgrado","",""
"3","Teoría de la Imagen","2110025","SI","SI","","OPTATIVA","","","211","Grado en Publicidad y Relaciones Públicas","2","Facultad de Comunicación","Curso 2022-23","20220926"
"4","Dirección de Cuentas","2110043","SI","SI","","OPTATIVA","","","211","Grado en Publicidad y Relaciones Públicas","2","Facultad de Comunicación","Curso 2022-23","20220908"
"3","Tecnologías de los Nuevos Medios Audiovisuales","2430092","SI","SI","","OBLIGATORIA","","","243","Doble Grado en Periodismo y Comunicación Audiovisual (2016)","2","Facultad de Comunicación","Curso 2019-20","20200421"
"1","Informática","1710006","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","171","Grado en Matemáticas","17","Facultad de Matemáticas","Curso 2022-23","20191213"
"2","Teoría de la Probabilidad","2410019","SI","SI","","OBLIGATORIA","","","241","Doble Grado en Matemáticas y Estadística","17","Facultad de Matemáticas","Curso 2022-23","20200212"
"3","Zootecnia General","1980025","SI","NO","","OPTATIVA","","","198","Grado en Ingeniería Agrícola","9","E.T.S. de Ingeniería Agronómica","Curso 2023-24","20231227"
"1","Idioma Moderno I (Italiano)","1820005","SI","NO","","TRONCAL / FORMACIÓN BÁSICA","","","182","Grado en Estudios Franceses","16","Facultad de Filología","Curso 2014-15","20150227"
"2","Diseños de Investigación y Análisis de Datos en Educación","1740012","SI","SI","","OBLIGATORIA","","","174","Grado en Pedagogía","18","Facultad de Ciencias de la Educación","Curso 2021-22","20200420"
"4","Metodología para la Evaluación de la Calidad en Educación","1740029","SI","SI","","OPTATIVA","","","174","Grado en Pedagogía","18","Facultad de Ciencias de la Educación","Curso 2021-22","20200420"
"4","Biofísica Celular y Tisular","2260063","NO","NO","","OPTATIVA","","","226","Grado en Ingeniería de la Salud por la Univ. de Málaga y la Univ.de Sevilla","3","E.T.S. Ingeniería Informática","Curso 2021-22","20211215"
"4","Céspedes","1980036","SI","SI","","OPTATIVA","","","198","Grado en Ingeniería Agrícola","9","E.T.S. de Ingeniería Agronómica","Curso 2023-24","20240108"
"4","Ingeniería Rural II (GIA)","2460044","NO","NO","","OBLIGATORIA","","","246","Doble Grado en Ingeniería Agrícola (US) y Grado Ciencias Ambientales (UPO)","9","E.T.S. de Ingeniería Agronómica","Curso 2023-24","20231218"
"2","Anatomía Patológica","1730011","SI","SI","","OBLIGATORIA","","","173","Grado en Odontología","10","Facultad de Odontología","Curso 2021-22","20211215"
"2","Diversidad y Coeducación","2510018","","","","TRONCAL / FORMACIÓN BÁSICA","","","251","Doble Grado en Educación Infantil y Educación Primaria","18","Facultad de Ciencias de la Educación","",""
"1","Investigación en Actividad Físico-Deportiva de las Personas Adultas y Mayores en Entidades Públicas ","50490013","SI","SI","","OPTATIVA","","","M049","Máster Univers. en Actividad Física y Calidad de Vida de Personas Adul","18","Facultad de Ciencias de la Educación","Curso 2021-22","20200420"
"3","Traducción de Textos Alemanes","2350054","NO","NO","","OBLIGATORIA","","","235","Doble Grado en Lengua y Literatura Alemanas y en Educación Primaria","16","Facultad de Filología","Curso 2019-20","20200421"
"2","Geografía de la Población y de las Actividades Económicas","1640014","SI","NO","","OBLIGATORIA","","","164","Grado en Geografía y Gestión del Territorio","4","Facultad de Geografía e Historia","Curso 2019-20","20200508"
"5","Temas de Lingüística General","2390091","NO","SI","","OPTATIVA","","","239","Doble Grado en Filología Clásica y Filología Hispánica","16","Facultad de Filología","N",""
"1","Tecnología Energética III","51920030","","","","OBLIGATORIA","","","M192","Doble M.U.en Ingeniería Industrial y Diseño Avanzado en Ingeniería Mecánica","45","E.T.S. de Ingeniería","",""
"1","Patrimonio Cultural Etnológico","2630010","","","","OBLIGATORIA","","","263","Doble Grado en Finanzas y Contabilidad y Turismo","7","Facultad de Turismo y Finanzas","",""
"2","Percepción en Automática y Robótica","51460095","SI","SI","","OPTATIVA","","","M146","Máster Universitario en Ingeniería Industrial","45","E.T.S. de Ingeniería","Curso 2019-20","20191210"
"5","Optometría Pediátrica","2300048","SI","SI","","OBLIGATORIA","","","230","Doble Grado en Farmacia y en Óptica y Optometría","19","Facultad de Farmacia","Curso 2023-24","20240219"
"2","Resistencia de Materiales. Estructuras","2070015","SI","SI","","OBLIGATORIA","","","207","Grado en Ingeniería Mecánica","23","Escuela Politécnica Superior","Curso 2023-24","20231004"
"1","Mecánica de Materiales Avanzados","51550012","SI","SI","","OPTATIVA","","","M155","Máster Universitario en Diseño Avanzado en Ingeniería Mecánica","45","E.T.S. de Ingeniería","Curso 2023-24","20231026"
"3","Estructuras III","2440025","SI","SI","","OBLIGATORIA","","","244","Grado en Edificación","98","E.T.S. de Ingeniería de Edificación","Curso 2019-20","20191216"
"3","Teoría de Máquinas y Mecanismos","2140033","SI","SI","","OBLIGATORIA","","","214","Doble Grado en Ing.en Diseño Ind.y Desarrollo del Producto e Ing. Mecánica","23","Escuela Politécnica Superior","Curso 2023-24","20231011"
"2","Diseño de Plantas de Tratamiento de Aguas","51930034","SI","SI","","OBLIGATORIA","","","M193","Doble M.U. en Ingeniería Industrial y en Ingeniería Ambiental","45","E.T.S. de Ingeniería","Curso 2023-24","20231108"
"2","Electrometría","2150027","SI","NO","","OBLIGATORIA","","","215","Doble Grado en Ingeniería Eléctrica e Ingeniería Electrónica Industrial","23","Escuela Politécnica Superior","Curso 2023-24","20231005"
"2","Física Nuclear Experimental con Aceleradores (UCBN)","52000024","","","","OPTATIVA","","","M200","M.U. Erasmus Mundus en Física Nuclear (USE-UAM-UCM-UB-UCBN-SDP-SCAT)","302","Escuela Internacional de Posgrado","",""
"4","Óptica Aplicada","2030143","SI","SI","","OPTATIVA","","","203","Grado en Ingeniería de Tecnologías Industriales","45","E.T.S. de Ingeniería","Curso 2023-24","20240126"
"1","Micro y Nano Electrónica","52210130","","","","OPTATIVA","","","M221","Máster Universitario en Ingeniería Industrial (2024)","45","E.T.S. de Ingeniería","",""
"1","Derecho Social Comunitario","50620010","SI","SI","","OPTATIVA","","","M062","Máster Universitario en Derecho Público","20","Facultad de Derecho","Curso 2023-24","20240208"
